penalty,cov_str,predictor_cor,tp
lasso,scalar,No,10
lasso,scalar,No,10
lasso,scalar,No,10
lasso,scalar,No,10
lasso,scalar,No,10
lasso,scalar,No,10
lasso,scalar,No,10
lasso,scalar,No,3
lasso,scalar,No,10
lasso,scalar,No,10
lasso,scalar,No,10
lasso,scalar,No,10
lasso,scalar,No,10
lasso,scalar,No,10
lasso,scalar,No,10
lasso,scalar,No,10
lasso,scalar,No,10
lasso,scalar,No,10
lasso,scalar,No,10
lasso,scalar,No,10
lasso,scalar,No,10
lasso,scalar,No,10
lasso,scalar,No,10
lasso,scalar,No,10
lasso,scalar,No,10
lasso,scalar,No,10
lasso,scalar,No,10
lasso,scalar,No,10
lasso,scalar,No,10
lasso,scalar,No,10
lasso,scalar,No,10
lasso,scalar,No,10
lasso,scalar,No,10
lasso,scalar,No,10
lasso,scalar,No,10
lasso,scalar,No,10
lasso,scalar,No,10
lasso,scalar,No,10
lasso,scalar,No,10
lasso,scalar,No,10
lasso,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
scad,scalar,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
lasso,unstructured,No,10
scad,unstructured,No,3
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,9
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,3
scad,unstructured,No,10
scad,unstructured,No,3
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,3
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,3
scad,unstructured,No,10
scad,unstructured,No,10
scad,unstructured,No,10
lasso,diagonal,Yes,3
lasso,diagonal,Yes,8
lasso,diagonal,Yes,8
lasso,diagonal,Yes,3
lasso,diagonal,Yes,8
lasso,diagonal,Yes,9
lasso,diagonal,Yes,9
lasso,diagonal,Yes,7
lasso,diagonal,Yes,8
lasso,diagonal,Yes,3
lasso,diagonal,Yes,8
lasso,diagonal,Yes,8
lasso,diagonal,Yes,8
lasso,diagonal,Yes,8
lasso,diagonal,Yes,7
lasso,diagonal,Yes,3
lasso,diagonal,Yes,8
lasso,diagonal,Yes,8
lasso,diagonal,Yes,9
lasso,diagonal,Yes,8
lasso,diagonal,Yes,8
lasso,diagonal,Yes,3
lasso,diagonal,Yes,9
lasso,diagonal,Yes,8
lasso,diagonal,Yes,8
lasso,diagonal,Yes,8
lasso,diagonal,Yes,8
lasso,diagonal,Yes,3
lasso,diagonal,Yes,3
lasso,diagonal,Yes,9
lasso,diagonal,Yes,3
lasso,diagonal,Yes,3
lasso,diagonal,Yes,7
lasso,diagonal,Yes,8
lasso,diagonal,Yes,9
lasso,diagonal,Yes,3
lasso,diagonal,Yes,8
lasso,diagonal,Yes,8
lasso,diagonal,Yes,8
lasso,diagonal,Yes,8
lasso,diagonal,Yes,7
lasso,diagonal,Yes,8
lasso,diagonal,Yes,9
lasso,diagonal,Yes,8
lasso,diagonal,Yes,7
lasso,diagonal,Yes,9
lasso,diagonal,Yes,8
lasso,diagonal,Yes,8
lasso,diagonal,Yes,3
lasso,diagonal,Yes,8
lasso,diagonal,Yes,3
lasso,diagonal,Yes,8
lasso,diagonal,Yes,7
lasso,diagonal,Yes,9
lasso,diagonal,Yes,8
lasso,diagonal,Yes,8
lasso,diagonal,Yes,4
lasso,diagonal,Yes,8
lasso,diagonal,Yes,8
lasso,diagonal,Yes,3
lasso,diagonal,Yes,8
lasso,diagonal,Yes,3
lasso,diagonal,Yes,8
lasso,diagonal,Yes,7
lasso,diagonal,Yes,9
lasso,diagonal,Yes,8
lasso,diagonal,Yes,8
lasso,diagonal,Yes,8
lasso,diagonal,Yes,8
lasso,diagonal,Yes,3
lasso,diagonal,Yes,8
lasso,diagonal,Yes,6
lasso,diagonal,Yes,7
lasso,diagonal,Yes,9
lasso,diagonal,Yes,3
lasso,diagonal,Yes,9
lasso,diagonal,Yes,9
lasso,diagonal,Yes,8
lasso,diagonal,Yes,8
lasso,diagonal,Yes,9
lasso,diagonal,Yes,8
lasso,diagonal,Yes,8
lasso,diagonal,Yes,8
lasso,diagonal,Yes,3
lasso,diagonal,Yes,9
lasso,diagonal,Yes,9
lasso,diagonal,Yes,8
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,3
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,3
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,3
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,3
scad,diagonal,Yes,10
scad,diagonal,Yes,3
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,3
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,3
scad,diagonal,Yes,10
scad,diagonal,Yes,3
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,3
scad,diagonal,Yes,10
scad,diagonal,Yes,3
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,3
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,3
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,3
scad,diagonal,Yes,3
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,3
scad,diagonal,Yes,10
scad,diagonal,Yes,3
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,10
scad,diagonal,Yes,10
lasso,scalar,Yes,3
lasso,scalar,Yes,3
lasso,scalar,Yes,3
lasso,scalar,Yes,3
lasso,scalar,Yes,3
lasso,scalar,Yes,3
lasso,scalar,Yes,3
lasso,scalar,Yes,3
lasso,scalar,Yes,9
lasso,scalar,Yes,3
lasso,scalar,Yes,3
lasso,scalar,Yes,3
lasso,scalar,Yes,3
lasso,scalar,Yes,8
lasso,scalar,Yes,3
lasso,scalar,Yes,3
lasso,scalar,Yes,3
lasso,scalar,Yes,3
lasso,scalar,Yes,3
lasso,scalar,Yes,8
lasso,scalar,Yes,9
lasso,scalar,Yes,3
lasso,scalar,Yes,3
lasso,scalar,Yes,9
lasso,scalar,Yes,3
lasso,scalar,Yes,9
lasso,scalar,Yes,3
lasso,scalar,Yes,3
lasso,scalar,Yes,3
lasso,scalar,Yes,3
lasso,scalar,Yes,8
lasso,scalar,Yes,3
lasso,scalar,Yes,3
lasso,scalar,Yes,3
lasso,scalar,Yes,3
lasso,scalar,Yes,10
lasso,scalar,Yes,3
lasso,scalar,Yes,10
lasso,scalar,Yes,3
lasso,scalar,Yes,3
lasso,scalar,Yes,9
lasso,scalar,Yes,8
lasso,scalar,Yes,3
lasso,scalar,Yes,3
lasso,scalar,Yes,3
lasso,scalar,Yes,3
lasso,scalar,Yes,3
lasso,scalar,Yes,3
lasso,scalar,Yes,10
lasso,scalar,Yes,10
lasso,scalar,Yes,3
lasso,scalar,Yes,3
lasso,scalar,Yes,3
lasso,scalar,Yes,3
lasso,scalar,Yes,3
lasso,scalar,Yes,3
lasso,scalar,Yes,7
lasso,scalar,Yes,8
lasso,scalar,Yes,3
lasso,scalar,Yes,3
lasso,scalar,Yes,8
lasso,scalar,Yes,9
lasso,scalar,Yes,8
lasso,scalar,Yes,3
lasso,scalar,Yes,3
lasso,scalar,Yes,9
lasso,scalar,Yes,3
lasso,scalar,Yes,8
lasso,scalar,Yes,3
lasso,scalar,Yes,10
lasso,scalar,Yes,10
lasso,scalar,Yes,3
lasso,scalar,Yes,10
lasso,scalar,Yes,3
lasso,scalar,Yes,9
lasso,scalar,Yes,8
lasso,scalar,Yes,9
lasso,scalar,Yes,9
lasso,scalar,Yes,3
lasso,scalar,Yes,3
lasso,scalar,Yes,3
lasso,scalar,Yes,3
lasso,scalar,Yes,8
lasso,scalar,Yes,10
lasso,scalar,Yes,8
lasso,scalar,Yes,9
lasso,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,9
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
scad,scalar,Yes,10
lasso,unstructured,Yes,9
lasso,unstructured,Yes,8
lasso,unstructured,Yes,9
lasso,unstructured,Yes,9
lasso,unstructured,Yes,9
lasso,unstructured,Yes,8
lasso,unstructured,Yes,9
lasso,unstructured,Yes,9
lasso,unstructured,Yes,8
lasso,unstructured,Yes,9
lasso,unstructured,Yes,10
lasso,unstructured,Yes,9
lasso,unstructured,Yes,8
lasso,unstructured,Yes,10
lasso,unstructured,Yes,9
lasso,unstructured,Yes,10
lasso,unstructured,Yes,9
lasso,unstructured,Yes,9
lasso,unstructured,Yes,10
lasso,unstructured,Yes,9
lasso,unstructured,Yes,8
lasso,unstructured,Yes,10
lasso,unstructured,Yes,9
lasso,unstructured,Yes,8
lasso,unstructured,Yes,10
lasso,unstructured,Yes,9
lasso,unstructured,Yes,8
lasso,unstructured,Yes,9
lasso,unstructured,Yes,9
lasso,unstructured,Yes,8
lasso,unstructured,Yes,9
lasso,unstructured,Yes,3
lasso,unstructured,Yes,9
lasso,unstructured,Yes,8
lasso,unstructured,Yes,9
lasso,unstructured,Yes,9
lasso,unstructured,Yes,10
lasso,unstructured,Yes,10
lasso,unstructured,Yes,8
lasso,unstructured,Yes,9
lasso,unstructured,Yes,8
lasso,unstructured,Yes,9
lasso,unstructured,Yes,9
lasso,unstructured,Yes,10
lasso,unstructured,Yes,7
lasso,unstructured,Yes,9
lasso,unstructured,Yes,9
lasso,unstructured,Yes,8
lasso,unstructured,Yes,8
lasso,unstructured,Yes,8
lasso,unstructured,Yes,9
lasso,unstructured,Yes,9
lasso,unstructured,Yes,9
lasso,unstructured,Yes,9
lasso,unstructured,Yes,3
lasso,unstructured,Yes,8
lasso,unstructured,Yes,9
lasso,unstructured,Yes,10
lasso,unstructured,Yes,8
lasso,unstructured,Yes,9
lasso,unstructured,Yes,8
lasso,unstructured,Yes,9
lasso,unstructured,Yes,10
lasso,unstructured,Yes,8
lasso,unstructured,Yes,10
lasso,unstructured,Yes,9
lasso,unstructured,Yes,10
lasso,unstructured,Yes,5
lasso,unstructured,Yes,9
lasso,unstructured,Yes,9
lasso,unstructured,Yes,5
lasso,unstructured,Yes,10
lasso,unstructured,Yes,8
lasso,unstructured,Yes,9
lasso,unstructured,Yes,9
lasso,unstructured,Yes,9
lasso,unstructured,Yes,10
lasso,unstructured,Yes,9
lasso,unstructured,Yes,9
lasso,unstructured,Yes,3
lasso,unstructured,Yes,10
lasso,unstructured,Yes,10
lasso,unstructured,Yes,10
lasso,unstructured,Yes,9
lasso,unstructured,Yes,9
lasso,unstructured,Yes,9
lasso,unstructured,Yes,8
lasso,unstructured,Yes,8
lasso,unstructured,Yes,9
lasso,unstructured,Yes,8
lasso,unstructured,Yes,10
lasso,unstructured,Yes,3
lasso,unstructured,Yes,8
lasso,unstructured,Yes,10
lasso,unstructured,Yes,8
lasso,unstructured,Yes,9
lasso,unstructured,Yes,10
lasso,unstructured,Yes,9
